periode,kecamatan,jumlah_penduduk,kasus,kasus_meninggal
8/2023,Semarang Tengah,"61.288,0","1,0","0,0"
9/2023,Semarang Tengah,"61.288,0","0,0","0,0"
10/2023,Semarang Tengah,"61.288,0","0,0","0,0"
11/2023,Semarang Tengah,"61.288,0","0,0","0,0"
12/2023,Semarang Tengah,"61.288,0","0,0","0,0"
1/2023,Semarang Timur,"73.546,0","6,0","0,0"
2/2023,Semarang Timur,"73.546,0","3,0","0,0"
3/2023,Semarang Timur,"73.546,0","6,0","0,0"
4/2023,Semarang Timur,"73.546,0","7,0","0,0"
5/2023,Semarang Timur,"73.546,0","4,0","1,0"
6/2023,Semarang Timur,"73.546,0","4,0","0,0"
7/2023,Semarang Timur,"73.546,0","0,0","0,0"
8/2023,Semarang Timur,"73.546,0","0,0","0,0"
9/2023,Semarang Timur,"73.546,0","0,0","0,0"
10/2023,Semarang Timur,"73.546,0","0,0","0,0"
11/2023,Semarang Timur,"73.546,0","0,0","0,0"
12/2023,Semarang Timur,"73.546,0","1,0","0,0"
1/2023,Semarang Utara,"126.148,0","2,0","0,0"
2/2023,Semarang Utara,"126.148,0","4,0","0,0"
3/2023,Semarang Utara,"126.148,0","3,0","1,0"
4/2023,Semarang Utara,"126.148,0","14,0","2,0"
5/2023,Semarang Utara,"126.148,0","3,0","0,0"
6/2023,Semarang Utara,"126.148,0","4,0","0,0"
7/2023,Semarang Utara,"126.148,0","3,0","0,0"
8/2023,Semarang Utara,"126.148,0","0,0","0,0"
9/2023,Semarang Utara,"126.148,0","0,0","0,0"
10/2023,Semarang Utara,"126.148,0","0,0","0,0"
11/2023,Semarang Utara,"126.148,0","0,0","0,0"
12/2023,Semarang Utara,"126.148,0","0,0","0,0"
1/2023,Tembalang,"178.914,0","13,0","1,0"
2/2023,Tembalang,"178.914,0","13,0","0,0"
3/2023,Tembalang,"178.914,0","7,0","0,0"
4/2023,Tembalang,"178.914,0","8,0","1,0"
5/2023,Tembalang,"178.914,0","6,0","0,0"
6/2023,Tembalang,"178.914,0","3,0","0,0"
7/2023,Tembalang,"178.914,0","0,0","0,0"
8/2023,Tembalang,"178.914,0","1,0","0,0"
9/2023,Tembalang,"178.914,0","0,0","0,0"
10/2023,Tembalang,"178.914,0","0,0","0,0"
11/2023,Tembalang,"178.914,0","1,0","0,0"
12/2023,Tembalang,"178.914,0","1,0","0,0"
1/2023,Tugu,"33.634,0","0,0","0,0"
2/2023,Tugu,"33.634,0","1,0","0,0"
3/2023,Tugu,"33.634,0","1,0","0,0"
4/2023,Tugu,"33.634,0","2,0","0,0"
5/2023,Tugu,"33.634,0","1,0","0,0"
6/2023,Tugu,"33.634,0","0,0","0,0"
7/2023,Tugu,"33.634,0","0,0","0,0"
8/2023,Tugu,"33.634,0","0,0","0,0"
9/2023,Tugu,"33.634,0","0,0","0,0"
10/2023,Tugu,"33.634,0","0,0","0,0"
11/2023,Tugu,"33.634,0","0,0","0,0"
12/2023,Tugu,"33.634,0","0,0","0,0"
1/2024,Banyumanik,"139.846,0","6,0","0,0"
2/2024,Banyumanik,"139.846,0","10,0","0,0"
3/2024,Banyumanik,"139.846,0","1,0","0,0"
4/2024,Banyumanik,"139.846,0","3,0","0,0"
5/2024,Banyumanik,"139.846,0","0,0","0,0"
6/2024,Banyumanik,"139.846,0","3,0","0,0"
7/2024,Banyumanik,"139.846,0","0,0","0,0"
8/2024,Banyumanik,"139.846,0","0,0","0,0"
9/2024,Banyumanik,"139.846,0","1,0","0,0"
10/2024,Banyumanik,"139.846,0","1,0","0,0"
11/2024,Banyumanik,"139.846,0","0,0","0,0"
12/2024,Banyumanik,"139.846,0","4,0","0,0"
1/2024,Candisari,"80.625,0","0,0","0,0"
2/2024,Candisari,"80.625,0","1,0","0,0"
3/2024,Candisari,"80.625,0","2,0","0,0"
4/2024,Candisari,"80.625,0","3,0","0,0"
5/2024,Candisari,"80.625,0","3,0","0,0"
6/2024,Candisari,"80.625,0","1,0","0,0"
7/2024,Candisari,"80.625,0","0,0","0,0"
8/2024,Candisari,"80.625,0","1,0","0,0"
9/2024,Candisari,"80.625,0","1,0","0,0"
10/2024,Candisari,"80.625,0","0,0","0,0"
11/2024,Candisari,"80.625,0","2,0","0,0"
12/2024,Candisari,"80.625,0","2,0","0,0"
1/2024,Gajah Mungkur,"60.243,0","0,0","0,0"
2/2024,Gajah Mungkur,"60.243,0","2,0","0,0"
3/2024,Gajah Mungkur,"60.243,0","1,0","0,0"
4/2024,Gajah Mungkur,"60.243,0","0,0","0,0"
5/2024,Gajah Mungkur,"60.243,0","1,0","0,0"
6/2024,Gajah Mungkur,"60.243,0","4,0","0,0"
7/2024,Gajah Mungkur,"60.243,0","1,0","0,0"
8/2024,Gajah Mungkur,"60.243,0","0,0","0,0"
9/2024,Gajah Mungkur,"60.243,0","0,0","0,0"
10/2024,Gajah Mungkur,"60.243,0","2,0","0,0"
11/2024,Gajah Mungkur,"60.243,0","0,0","0,0"
12/2024,Gajah Mungkur,"60.243,0","1,0","0,0"
1/2024,Gayamsari,"74.109,0","0,0","0,0"
2/2024,Gayamsari,"74.109,0","3,0","0,0"
3/2024,Gayamsari,"74.109,0","2,0","0,0"
4/2024,Gayamsari,"74.109,0","2,0","0,0"
5/2024,Gayamsari,"74.109,0","4,0","0,0"
6/2024,Gayamsari,"74.109,0","1,0","0,0"
7/2024,Gayamsari,"74.109,0","3,0","0,0"
8/2024,Gayamsari,"74.109,0","0,0","0,0"
9/2024,Gayamsari,"74.109,0","0,0","0,0"
10/2024,Gayamsari,"74.109,0","0,0","0,0"
11/2024,Gayamsari,"74.109,0","0,0","0,0"
12/2024,Gayamsari,"74.109,0","0,0","0,0"
1/2024,Genuk,"114.303,0","1,0","0,0"
2/2024,Genuk,"114.303,0","1,0","0,0"
3/2024,Genuk,"114.303,0","2,0","0,0"
4/2024,Genuk,"114.303,0","3,0","0,0"
5/2024,Genuk,"114.303,0","5,0","0,0"
6/2024,Genuk,"114.303,0","4,0","0,0"
7/2024,Genuk,"114.303,0","3,0","0,0"
8/2024,Genuk,"114.303,0","1,0","0,0"
9/2024,Genuk,"114.303,0","0,0","0,0"
10/2024,Genuk,"114.303,0","4,0","0,0"
11/2024,Genuk,"114.303,0","1,0","0,0"
12/2024,Genuk,"114.303,0","2,0","0,0"
1/2024,Gunungpati,"94.065,0","2,0","0,0"
2/2024,Gunungpati,"94.065,0","1,0","0,0"
3/2024,Gunungpati,"94.065,0","0,0","0,0"
4/2024,Gunungpati,"94.065,0","1,0","0,0"
5/2024,Gunungpati,"94.065,0","0,0","0,0"
6/2024,Gunungpati,"94.065,0","0,0","0,0"
7/2024,Gunungpati,"94.065,0","2,0","0,0"
8/2024,Gunungpati,"94.065,0","1,0","0,0"
9/2024,Gunungpati,"94.065,0","0,0","0,0"
10/2024,Gunungpati,"94.065,0","2,0","0,0"
11/2024,Gunungpati,"94.065,0","0,0","0,0"
12/2024,Gunungpati,"94.065,0","1,0","0,0"
1/2024,Mijen,"73.728,0","3,0","0,0"
2/2024,Mijen,"73.728,0","3,0","0,0"
3/2024,Mijen,"73.728,0","1,0","0,0"
4/2024,Mijen,"73.728,0","1,0","0,0"
5/2024,Mijen,"73.728,0","2,0","0,0"
6/2024,Mijen,"73.728,0","6,0","0,0"
7/2024,Mijen,"73.728,0","2,0","0,0"
8/2024,Mijen,"73.728,0","0,0","0,0"
9/2024,Mijen,"73.728,0","0,0","0,0"
10/2024,Mijen,"73.728,0","2,0","0,0"
11/2024,Mijen,"73.728,0","2,0","0,0"
12/2024,Mijen,"73.728,0","1,0","0,0"
1/2024,Ngaliyan,"138.525,0","1,0","0,0"
2/2024,Ngaliyan,"138.525,0","5,0","0,0"
3/2024,Ngaliyan,"138.525,0","4,0","0,0"
4/2024,Ngaliyan,"138.525,0","2,0","0,0"
5/2024,Ngaliyan,"138.525,0","3,0","0,0"
6/2024,Ngaliyan,"138.525,0","1,0","0,0"
7/2024,Ngaliyan,"138.525,0","5,0","0,0"
8/2024,Ngaliyan,"138.525,0","8,0","0,0"
9/2024,Ngaliyan,"138.525,0","4,0","1,0"
10/2024,Ngaliyan,"138.525,0","0,0","0,0"
11/2024,Ngaliyan,"138.525,0","4,0","0,0"
12/2024,Ngaliyan,"138.525,0","0,0","0,0"
1/2024,Pedurungan,"192.653,0","0,0","0,0"
2/2024,Pedurungan,"192.653,0","3,0","0,0"
3/2024,Pedurungan,"192.653,0","5,0","1,0"
4/2024,Pedurungan,"192.653,0","5,0","0,0"
5/2024,Pedurungan,"192.653,0","10,0","0,0"
6/2024,Pedurungan,"192.653,0","6,0","1,0"
7/2024,Pedurungan,"192.653,0","2,0","0,0"
8/2024,Pedurungan,"192.653,0","0,0","0,0"
9/2024,Pedurungan,"192.653,0","1,0","0,0"
10/2024,Pedurungan,"192.653,0","2,0","0,0"
11/2024,Pedurungan,"192.653,0","1,0","0,0"
12/2024,Pedurungan,"192.653,0","1,0","0,0"
1/2024,Semarang Barat,"159.222,0","0,0","0,0"
2/2024,Semarang Barat,"159.222,0","2,0","0,0"
3/2024,Semarang Barat,"159.222,0","4,0","0,0"
4/2024,Semarang Barat,"159.222,0","5,0","0,0"
5/2024,Semarang Barat,"159.222,0","5,0","0,0"
6/2024,Semarang Barat,"159.222,0","2,0","0,0"
7/2024,Semarang Barat,"159.222,0","1,0","0,0"
8/2024,Semarang Barat,"159.222,0","1,0","0,0"
9/2024,Semarang Barat,"159.222,0","1,0","0,0"
10/2024,Semarang Barat,"159.222,0","0,0","0,0"
11/2024,Semarang Barat,"159.222,0","1,0","0,0"
12/2024,Semarang Barat,"159.222,0","0,0","0,0"
1/2024,Semarang Selatan,"69.530,0","2,0","0,0"
2/2024,Semarang Selatan,"69.530,0","1,0","0,0"
3/2024,Semarang Selatan,"69.530,0","2,0","0,0"
4/2024,Semarang Selatan,"69.530,0","0,0","0,0"
5/2024,Semarang Selatan,"69.530,0","2,0","0,0"
6/2024,Semarang Selatan,"69.530,0","2,0","0,0"
7/2024,Semarang Selatan,"69.530,0","1,0","0,0"
8/2024,Semarang Selatan,"69.530,0","0,0","0,0"
9/2024,Semarang Selatan,"69.530,0","0,0","0,0"
10/2024,Semarang Selatan,"69.530,0","0,0","0,0"
11/2024,Semarang Selatan,"69.530,0","0,0","0,0"
12/2024,Semarang Selatan,"69.530,0","0,0","0,0"
1/2024,Semarang Tengah,"61.288,0","0,0","0,0"
2/2024,Semarang Tengah,"61.288,0","1,0","0,0"
3/2024,Semarang Tengah,"61.288,0","1,0","0,0"
4/2024,Semarang Tengah,"61.288,0","1,0","0,0"
5/2024,Semarang Tengah,"61.288,0","2,0","0,0"
6/2024,Semarang Tengah,"61.288,0","1,0","0,0"
7/2024,Semarang Tengah,"61.288,0","0,0","0,0"
8/2024,Semarang Tengah,"61.288,0","0,0","0,0"
9/2024,Semarang Tengah,"61.288,0","1,0","0,0"
10/2024,Semarang Tengah,"61.288,0","0,0","0,0"
11/2024,Semarang Tengah,"61.288,0","0,0","0,0"
12/2024,Semarang Tengah,"61.288,0","0,0","0,0"
1/2024,Semarang Timur,"73.546,0","0,0","0,0"
2/2024,Semarang Timur,"73.546,0","3,0","0,0"
3/2024,Semarang Timur,"73.546,0","2,0","0,0"
4/2024,Semarang Timur,"73.546,0","0,0","0,0"
5/2024,Semarang Timur,"73.546,0","1,0","0,0"
6/2024,Semarang Timur,"73.546,0","3,0","0,0"
7/2024,Semarang Timur,"73.546,0","0,0","0,0"
8/2024,Semarang Timur,"73.546,0","0,0","0,0"
9/2024,Semarang Timur,"73.546,0","1,0","1,0"
10/2024,Semarang Timur,"73.546,0","1,0","0,0"
11/2024,Semarang Timur,"73.546,0","0,0","0,0"
12/2024,Semarang Timur,"73.546,0","0,0","0,0"
1/2024,Semarang Utara,"126.148,0","1,0","0,0"
2/2024,Semarang Utara,"126.148,0","0,0","0,0"
3/2024,Semarang Utara,"126.148,0","3,0","0,0"
4/2024,Semarang Utara,"126.148,0","3,0","0,0"
5/2024,Semarang Utara,"126.148,0","5,0","0,0"
6/2024,Semarang Utara,"126.148,0","1,0","0,0"
7/2024,Semarang Utara,"126.148,0","2,0","0,0"
8/2024,Semarang Utara,"126.148,0","1,0","0,0"
9/2024,Semarang Utara,"126.148,0","0,0","0,0"
10/2024,Semarang Utara,"126.148,0","0,0","0,0"
11/2024,Semarang Utara,"126.148,0","0,0","0,0"
12/2024,Semarang Utara,"126.148,0","1,0","0,0"
1/2024,Tembalang,"178.914,0","4,0","0,0"
2/2024,Tembalang,"178.914,0","5,0","0,0"
3/2024,Tembalang,"178.914,0","10,0","0,0"
4/2024,Tembalang,"178.914,0","6,0","0,0"
5/2024,Tembalang,"178.914,0","8,0","2,0"
6/2024,Tembalang,"178.914,0","6,0","0,0"
7/2024,Tembalang,"178.914,0","0,0","0,0"
8/2024,Tembalang,"178.914,0","3,0","0,0"
9/2024,Tembalang,"178.914,0","0,0","0,0"
10/2024,Tembalang,"178.914,0","1,0","0,0"
11/2024,Tembalang,"178.914,0","0,0","0,0"
12/2024,Tembalang,"178.914,0","0,0","0,0"
1/2024,Tugu,"33.634,0","0,0","0,0"
2/2024,Tugu,"33.634,0","1,0","0,0"
3/2024,Tugu,"33.634,0","3,0","0,0"
4/2024,Tugu,"33.634,0","1,0","0,0"
5/2024,Tugu,"33.634,0","1,0","0,0"
6/2024,Tugu,"33.634,0","1,0","0,0"
7/2024,Tugu,"33.634,0","0,0","0,0"
8/2024,Tugu,"33.634,0","0,0","0,0"
9/2024,Tugu,"33.634,0","0,0","0,0"
10/2024,Tugu,"33.634,0","0,0","0,0"
11/2024,Tugu,"33.634,0","1,0","0,0"
12/2024,Tugu,"33.634,0","0,0","0,0"
1/2025,Banyumanik,"144.836,0","0,0","0,0"
2/2025,Banyumanik,"144.836,0","1,0","0,0"
3/2025,Banyumanik,"144.836,0","0,0","0,0"
4/2025,Banyumanik,"144.836,0","1,0","0,0"
5/2025,Banyumanik,"144.836,0","0,0","0,0"
6/2025,Banyumanik,"144.836,0","0,0","0,0"
7/2025,Banyumanik,"144.836,0","0,0","0,0"
8/2025,Banyumanik,"144.836,0","0,0","0,0"
9/2025,Banyumanik,"144.836,0","0,0","0,0"
10/2025,Banyumanik,"144.836,0","0,0","0,0"
11/2025,Banyumanik,"144.836,0","0,0","0,0"
12/2025,Banyumanik,"144.836,0","0,0","0,0"
1/2025,Candisari,"77.400,0","3,0","0,0"
2/2025,Candisari,"77.400,0","1,0","0,0"
3/2025,Candisari,"77.400,0","0,0","0,0"
4/2025,Candisari,"77.400,0","0,0","0,0"
5/2025,Candisari,"77.400,0","0,0","0,0"
6/2025,Candisari,"77.400,0","0,0","0,0"
7/2025,Candisari,"77.400,0","0,0","0,0"
8/2025,Candisari,"77.400,0","0,0","0,0"
9/2025,Candisari,"77.400,0","1,0","0,0"
10/2025,Candisari,"77.400,0","0,0","0,0"
11/2025,Candisari,"77.400,0","0,0","0,0"
12/2025,Candisari,"77.400,0","0,0","0,0"
1/2025,Gajah Mungkur,"58.165,0","3,0","0,0"
2/2025,Gajah Mungkur,"58.165,0","3,0","0,0"
3/2025,Gajah Mungkur,"58.165,0","1,0","0,0"
4/2025,Gajah Mungkur,"58.165,0","0,0","0,0"
5/2025,Gajah Mungkur,"58.165,0","1,0","0,0"
6/2025,Gajah Mungkur,"58.165,0","0,0","0,0"
7/2025,Gajah Mungkur,"58.165,0","0,0","0,0"
8/2025,Gajah Mungkur,"58.165,0","0,0","0,0"
9/2025,Gajah Mungkur,"58.165,0","0,0","0,0"
10/2025,Gajah Mungkur,"58.165,0","0,0","0,0"
11/2025,Gajah Mungkur,"58.165,0","0,0","0,0"
12/2025,Gajah Mungkur,"58.165,0","1,0","0,0"
1/2025,Gayamsari,"71.883,0","0,0","0,0"
2/2025,Gayamsari,"71.883,0","1,0","0,0"
3/2025,Gayamsari,"71.883,0","1,0","0,0"
4/2025,Gayamsari,"71.883,0","1,0","0,0"
5/2025,Gayamsari,"71.883,0","2,0","0,0"
6/2025,Gayamsari,"71.883,0","0,0","0,0"
7/2025,Gayamsari,"71.883,0","0,0","0,0"
8/2025,Gayamsari,"71.883,0","0,0","0,0"
9/2025,Gayamsari,"71.883,0","0,0","0,0"
10/2025,Gayamsari,"71.883,0","0,0","0,0"
11/2025,Gayamsari,"71.883,0","0,0","0,0"
12/2025,Gayamsari,"71.883,0","1,0","1,0"
1/2025,Genuk,"127.755,0","4,0","0,0"
2/2025,Genuk,"127.755,0","0,0","0,0"
3/2025,Genuk,"127.755,0","3,0","0,0"
4/2025,Genuk,"127.755,0","6,0","0,0"
5/2025,Genuk,"127.755,0","3,0","0,0"
6/2025,Genuk,"127.755,0","0,0","0,0"
7/2025,Genuk,"127.755,0","1,0","0,0"
8/2025,Genuk,"127.755,0","1,0","0,0"
9/2025,Genuk,"127.755,0","0,0","0,0"
10/2025,Genuk,"127.755,0","0,0","0,0"
11/2025,Genuk,"127.755,0","0,0","0,0"
12/2025,Genuk,"127.755,0","0,0","0,0"
1/2025,Gunungpati,"101.895,0","0,0","0,0"
2/2025,Gunungpati,"101.895,0","1,0","0,0"
3/2025,Gunungpati,"101.895,0","0,0","0,0"
4/2025,Gunungpati,"101.895,0","1,0","0,0"
5/2025,Gunungpati,"101.895,0","0,0","0,0"
6/2025,Gunungpati,"101.895,0","0,0","0,0"
7/2025,Gunungpati,"101.895,0","0,0","0,0"
8/2025,Gunungpati,"101.895,0","0,0","0,0"
9/2025,Gunungpati,"101.895,0","0,0","0,0"
10/2025,Gunungpati,"101.895,0","0,0","0,0"
11/2025,Gunungpati,"101.895,0","0,0","0,0"
12/2025,Gunungpati,"101.895,0","0,0","0,0"
1/2025,Mijen,"82.432,0","0,0","0,0"
2/2025,Mijen,"82.432,0","0,0","0,0"
3/2025,Mijen,"82.432,0","2,0","0,0"
4/2025,Mijen,"82.432,0","0,0","0,0"
5/2025,Mijen,"82.432,0","0,0","0,0"
6/2025,Mijen,"82.432,0","0,0","0,0"
7/2025,Mijen,"82.432,0","0,0","0,0"
8/2025,Mijen,"82.432,0","0,0","0,0"
9/2025,Mijen,"82.432,0","0,0","0,0"
10/2025,Mijen,"82.432,0","0,0","0,0"
11/2025,Mijen,"82.432,0","0,0","0,0"
12/2025,Mijen,"82.432,0","0,0","0,0"
1/2025,Ngaliyan,"143.896,0","5,0","0,0"
2/2025,Ngaliyan,"143.896,0","1,0","0,0"
3/2025,Ngaliyan,"143.896,0","4,0","0,0"
4/2025,Ngaliyan,"143.896,0","1,0","0,0"
5/2025,Ngaliyan,"143.896,0","1,0","0,0"
6/2025,Ngaliyan,"143.896,0","0,0","0,0"
7/2025,Ngaliyan,"143.896,0","0,0","0,0"
8/2025,Ngaliyan,"143.896,0","0,0","0,0"
9/2025,Ngaliyan,"143.896,0","0,0","0,0"
10/2025,Ngaliyan,"143.896,0","1,0","1,0"
11/2025,Ngaliyan,"143.896,0","0,0","0,0"
12/2025,Ngaliyan,"143.896,0","0,0","0,0"
1/2025,Pedurungan,"199.078,0","3,0","0,0"
2/2025,Pedurungan,"199.078,0","6,0","0,0"
3/2025,Pedurungan,"199.078,0","4,0","0,0"
4/2025,Pedurungan,"199.078,0","7,0","1,0"
5/2025,Pedurungan,"199.078,0","2,0","0,0"
6/2025,Pedurungan,"199.078,0","1,0","0,0"
7/2025,Pedurungan,"199.078,0","1,0","0,0"
8/2025,Pedurungan,"199.078,0","0,0","0,0"
9/2025,Pedurungan,"199.078,0","1,0","0,0"
10/2025,Pedurungan,"199.078,0","0,0","0,0"
11/2025,Pedurungan,"199.078,0","0,0","0,0"
12/2025,Pedurungan,"199.078,0","0,0","0,0"
1/2025,Semarang Barat,"152.857,0","1,0","0,0"
2/2025,Semarang Barat,"152.857,0","2,0","1,0"
3/2025,Semarang Barat,"152.857,0","1,0","0,0"
4/2025,Semarang Barat,"152.857,0","1,0","0,0"
5/2025,Semarang Barat,"152.857,0","1,0","0,0"
6/2025,Semarang Barat,"152.857,0","1,0","0,0"
7/2025,Semarang Barat,"152.857,0","0,0","0,0"
8/2025,Semarang Barat,"152.857,0","2,0","0,0"
9/2025,Semarang Barat,"152.857,0","0,0","0,0"
10/2025,Semarang Barat,"152.857,0","0,0","0,0"
11/2025,Semarang Barat,"152.857,0","0,0","0,0"
12/2025,Semarang Barat,"152.857,0","0,0","0,0"
1/2025,Semarang Selatan,"66.632,0","1,0","0,0"
2/2025,Semarang Selatan,"66.632,0","4,0","1,0"
3/2025,Semarang Selatan,"66.632,0","2,0","0,0"
4/2025,Semarang Selatan,"66.632,0","1,0","0,0"
5/2025,Semarang Selatan,"66.632,0","1,0","0,0"
6/2025,Semarang Selatan,"66.632,0","0,0","0,0"
7/2025,Semarang Selatan,"66.632,0","0,0","0,0"
8/2025,Semarang Selatan,"66.632,0","1,0","0,0"
9/2025,Semarang Selatan,"66.632,0","1,0","0,0"
10/2025,Semarang Selatan,"66.632,0","0,0","0,0"
11/2025,Semarang Selatan,"66.632,0","0,0","0,0"
12/2025,Semarang Selatan,"66.632,0","0,0","0,0"
1/2025,Semarang Tengah,"57.461,0","0,0","0,0"
2/2025,Semarang Tengah,"57.461,0","1,0","0,0"
3/2025,Semarang Tengah,"57.461,0","1,0","0,0"
4/2025,Semarang Tengah,"57.461,0","0,0","0,0"
5/2025,Semarang Tengah,"57.461,0","0,0","0,0"
6/2025,Semarang Tengah,"57.461,0","0,0","0,0"
7/2025,Semarang Tengah,"57.461,0","0,0","0,0"
8/2025,Semarang Tengah,"57.461,0","0,0","0,0"
9/2025,Semarang Tengah,"57.461,0","0,0","0,0"
10/2025,Semarang Tengah,"57.461,0","0,0","0,0"
11/2025,Semarang Tengah,"57.461,0","0,0","0,0"
12/2025,Semarang Tengah,"57.461,0","0,0","0,0"
1/2025,Semarang Timur,"69.146,0","0,0","0,0"
2/2025,Semarang Timur,"69.146,0","1,0","0,0"
3/2025,Semarang Timur,"69.146,0","0,0","0,0"
4/2025,Semarang Timur,"69.146,0","2,0","0,0"
5/2025,Semarang Timur,"69.146,0","3,0","0,0"
6/2025,Semarang Timur,"69.146,0","2,0","0,0"
7/2025,Semarang Timur,"69.146,0","2,0","0,0"
8/2025,Semarang Timur,"69.146,0","0,0","0,0"
9/2025,Semarang Timur,"69.146,0","0,0","0,0"
10/2025,Semarang Timur,"69.146,0","0,0","0,0"
11/2025,Semarang Timur,"69.146,0","0,0","0,0"
12/2025,Semarang Timur,"69.146,0","0,0","0,0"
1/2025,Semarang Utara,"119.040,0","2,0","0,0"
2/2025,Semarang Utara,"119.040,0","3,0","0,0"
3/2025,Semarang Utara,"119.040,0","1,0","0,0"
4/2025,Semarang Utara,"119.040,0","0,0","0,0"
5/2025,Semarang Utara,"119.040,0","0,0","0,0"
6/2025,Semarang Utara,"119.040,0","0,0","0,0"
7/2025,Semarang Utara,"119.040,0","0,0","0,0"
8/2025,Semarang Utara,"119.040,0","1,0","0,0"
9/2025,Semarang Utara,"119.040,0","0,0","0,0"
10/2025,Semarang Utara,"119.040,0","0,0","0,0"
11/2025,Semarang Utara,"119.040,0","0,0","0,0"
12/2025,Semarang Utara,"119.040,0","0,0","0,0"
1/2025,Tembalang,"193.219,0","1,0","0,0"
2/2025,Tembalang,"193.219,0","0,0","0,0"
3/2025,Tembalang,"193.219,0","1,0","0,0"
4/2025,Tembalang,"193.219,0","1,0","0,0"
5/2025,Tembalang,"193.219,0","3,0","0,0"
6/2025,Tembalang,"193.219,0","1,0","0,0"
7/2025,Tembalang,"193.219,0","1,0","0,0"
8/2025,Tembalang,"193.219,0","1,0","0,0"
9/2025,Tembalang,"193.219,0","0,0","0,0"
10/2025,Tembalang,"193.219,0","0,0","0,0"
11/2025,Tembalang,"193.219,0","0,0","0,0"
12/2025,Tembalang,"193.219,0","0,0","0,0"
1/2025,Tugu,"33.890,0","0,0","0,0"
2/2025,Tugu,"33.890,0","1,0","0,0"
3/2025,Tugu,"33.890,0","0,0","0,0"
4/2025,Tugu,"33.890,0","0,0","0,0"
5/2025,Tugu,"33.890,0","0,0","0,0"
6/2025,Tugu,"33.890,0","1,0","0,0"
7/2025,Tugu,"33.890,0","0,0","0,0"
8/2025,Tugu,"33.890,0","0,0","0,0"
9/2025,Tugu,"33.890,0","0,0","0,0"
10/2025,Tugu,"33.890,0","0,0","0,0"
11/2025,Tugu,"33.890,0","0,0","0,0"
12/2025,Tugu,"33.890,0","0,0","0,0"
1/2026,Banyumanik,"145.217,0","0,0","0,0"
2/2026,Banyumanik,"145.217,0","0,0","0,0"
3/2026,Banyumanik,"145.217,0","0,0","0,0"
4/2026,Banyumanik,"145.217,0","0,0","0,0"
5/2026,Banyumanik,"145.217,0","0,0","0,0"
1/2026,Candisari,"76.594,0","0,0","0,0"
2/2026,Candisari,"76.594,0","0,0","0,0"
3/2026,Candisari,"76.594,0","0,0","0,0"
4/2026,Candisari,"76.594,0","0,0","0,0"
5/2026,Candisari,"76.594,0","1,0","0,0"
1/2026,Gajah Mungkur,"57.945,0","0,0","0,0"
2/2026,Gajah Mungkur,"57.945,0","0,0","0,0"
3/2026,Gajah Mungkur,"57.945,0","0,0","0,0"
4/2026,Gajah Mungkur,"57.945,0","0,0","0,0"
5/2026,Gajah Mungkur,"57.945,0","0,0","0,0"
1/2026,Gayamsari,"71.586,0","0,0","0,0"
2/2026,Gayamsari,"71.586,0","0,0","0,0"
3/2026,Gayamsari,"71.586,0","0,0","0,0"
4/2026,Gayamsari,"71.586,0","0,0","0,0"
5/2026,Gayamsari,"71.586,0","0,0","0,0"
1/2026,Genuk,"129.327,0","0,0","0,0"
2/2026,Genuk,"129.327,0","0,0","0,0"
3/2026,Genuk,"129.327,0","0,0","0,0"
4/2026,Genuk,"129.327,0","0,0","0,0"
5/2026,Genuk,"129.327,0","0,0","0,0"
1/2026,Gunungpati,"103.346,0","0,0","0,0"
2/2026,Gunungpati,"103.346,0","0,0","0,0"
3/2026,Gunungpati,"103.346,0","0,0","0,0"
4/2026,Gunungpati,"103.346,0","0,0","0,0"
5/2026,Gunungpati,"103.346,0","0,0","0,0"
1/2026,Mijen,"83.668,0","0,0","0,0"
2/2026,Mijen,"83.668,0","0,0","0,0"
3/2026,Mijen,"83.668,0","0,0","0,0"
4/2026,Mijen,"83.668,0","0,0","0,0"
5/2026,Mijen,"83.668,0","0,0","0,0"
1/2026,Ngaliyan,"144.055,0","0,0","0,0"
2/2026,Ngaliyan,"144.055,0","0,0","0,0"
3/2026,Ngaliyan,"144.055,0","0,0","0,0"
4/2026,Ngaliyan,"144.055,0","0,0","0,0"
5/2026,Ngaliyan,"144.055,0","0,0","0,0"
1/2026,Pedurungan,"199.634,0","0,0","0,0"
2/2026,Pedurungan,"199.634,0","0,0","0,0"
3/2026,Pedurungan,"199.634,0","0,0","0,0"
4/2026,Pedurungan,"199.634,0","0,0","0,0"
5/2026,Pedurungan,"199.634,0","0,0","0,0"
1/2026,Semarang Barat,"151.962,0","0,0","0,0"
2/2026,Semarang Barat,"151.962,0","0,0","0,0"
3/2026,Semarang Barat,"151.962,0","0,0","0,0"
4/2026,Semarang Barat,"151.962,0","0,0","0,0"
5/2026,Semarang Barat,"151.962,0","0,0","0,0"
1/2026,Semarang Selatan,"65.602,0","0,0","0,0"
2/2026,Semarang Selatan,"65.602,0","0,0","0,0"
3/2026,Semarang Selatan,"65.602,0","0,0","0,0"
4/2026,Semarang Selatan,"65.602,0","0,0","0,0"
5/2026,Semarang Selatan,"65.602,0","0,0","0,0"
1/2026,Semarang Tengah,"56.724,0","0,0","0,0"
2/2026,Semarang Tengah,"56.724,0","0,0","0,0"
3/2026,Semarang Tengah,"56.724,0","0,0","0,0"
4/2026,Semarang Tengah,"56.724,0","0,0","0,0"
